Generación;Media;Maximo;Binarios;Minimo
1;0.729933645;0.907080828;111100111101000100000001001110;0.409482133
2;0.760827621;0.907080828;111100111101000100000001001110;0.409489879
3;0.794869196;0.907080828;111100111101000100000001001110;0.74654612
4;0.811555693;0.907080828;111100111101000100000001001110;0.74654612
5;0.830571757;0.937087716;111101111101000100000001001110;0.745689404
6;0.868505328;0.937087716;111101111101000100000001001110;0.746559304
7;0.884037181;0.937087716;111101111101000100000001001110;0.749066394
8;0.921187284;0.967582885;111110111101000100000001001110;0.907080828
9;0.92418652;0.967582885;111110111101000100000001001110;0.907080828
10;0.934313545;0.967582885;111110111101000100000001001110;0.902450854
11;0.95031383;0.967582885;111110111101000100000001001110;0.916873015
12;0.961483851;0.967582885;111110111101000100000001001110;0.937087716
13;0.964533368;0.967582885;111110111101000100000001001110;0.937087716
14;0.961483851;0.967582885;111110111101000100000001001110;0.937087716
15;0.958434334;0.967582885;111110111101000100000001001110;0.937087716
16;0.961483851;0.967582885;111110111101000100000001001110;0.937087716
17;0.967583783;0.998566335;111111111101000100000001001110;0.937087716
18;0.970585275;0.998566335;111111111101000100000001001110;0.967102643
19;0.970585275;0.998566335;111111111101000100000001001110;0.967102643
20;0.970585557;0.998566335;111111111101000100000001001110;0.967102643
21;0.970681605;0.998566335;111111111101000100000001001110;0.967582885
22;0.973779856;0.998566335;111111111101000100000001001110;0.967582885
23;0.979977203;0.998566335;111111111101000100000001001110;0.967582885
24;0.983075454;0.998566335;111111111101000100000001001110;0.967582885
25;0.9892713;0.998566335;111111111101000100000001001110;0.967582885
26;0.992369645;0.998566335;111111111101000100000001001110;0.967582885
27;0.998566334;0.998566335;111111111101000100000001001110;0.998566328
28;0.998566334;0.998566335;111111111101000100000001001110;0.998566328
29;0.998566333;0.998566335;111111111101000100000001001110;0.998566328
30;0.998563283;0.998566335;111111111101000100000001001110;0.99853584
31;0.998566333;0.998566335;111111111101000100000001001110;0.998566328
32;0.998566333;0.998566335;111111111101000100000001001110;0.998566328
33;0.998566328;0.998566387;111111111101000100000001101010;0.998566216
34;0.99856634;0.998566387;111111111101000100000001101010;0.998566335
35;0.99856634;0.998566387;111111111101000100000001101010;0.998566335
36;0.998566346;0.998566387;111111111101000100000001101010;0.998566335
37;0.995464961;0.998566387;111111111101000100000001101010;0.967582885
38;0.980269265;0.998566387;111111111101000100000001101010;0.877562221
39;0.986172986;0.998566387;111111111101000100000001101010;0.967582885
40;0.989271331;0.998566387;111111111101000100000001101010;0.967582885
41;0.989271331;0.998566387;111111111101000100000001101010;0.967582885
42;0.992370063;0.99857014;111111111101000100100001001010;0.967582936
43;0.992370069;0.99857014;111111111101000100100001001010;0.967582936
44;0.992370076;0.99857014;111111111101000100100001001010;0.967582943
45;0.992370075;0.99857014;111111111101000100100001001010;0.967582936
46;0.995468421;0.99857014;111111111101000100100001001010;0.967582936
47;0.998566765;0.99857014;111111111101000100100001001010;0.998566387
48;0.99856714;0.99857014;111111111101000100100001001010;0.998566387
49;0.998567891;0.99857014;111111111101000100100001001010;0.998566387
50;0.998567891;0.998570199;111111111101000100100001101010;0.998566328
51;0.99856749;0.998570199;111111111101000100100001101010;0.998566328
52;0.997036224;0.998810308;111111111101100100000001001010;0.983013567
53;0.998615898;0.998810308;111111111101100100000001001010;0.998566328
54;0.998665081;0.998810308;111111111101100100000001001010;0.998566328
55;0.997157827;0.998810308;111111111101100100000001001010;0.983013567
56;0.998762662;0.998817933;111111111101100101000001001010;0.998566328
57;0.996817946;0.998817933;111111111101100101000001001010;0.983255641
58;0.998765712;0.998817933;111111111101100101000001001010;0.998566328
59;0.998738639;0.998817933;111111111101100101000001001010;0.998566328
60;0.998764562;0.998817933;111111111101100101000001001010;0.998566328
61;0.99876685;0.998817933;111111111101100101000001001010;0.998566328
62;0.998767612;0.998817933;111111111101100101000001001010;0.998566328
63;0.998817171;0.998817933;111111111101100101000001001010;0.998810308
64;0.998817933;0.998817933;111111111101100101000001001010;0.998817933
65;0.998817933;0.998817933;111111111101100101000001001010;0.998817933
66;0.998817933;0.998817933;111111111101100101000001001010;0.998817933
67;0.998817933;0.998817933;111111111101100101000001001010;0.998817933
68;0.998817933;0.998817933;111111111101100101000001001010;0.998817933
69;0.998817933;0.998817933;111111111101100101000001001010;0.998817933
70;0.998817932;0.998817933;111111111101100101000001001010;0.998817918
71;0.998817933;0.998817933;111111111101100101000001001010;0.998817933
72;0.955097493;0.998817933;111111111101100101000001001010;0.561613537
73;0.998817939;0.998817993;111111111101100101000001101010;0.998817933
74;0.998817951;0.998817993;111111111101100101000001101010;0.998817933
75;0.998817957;0.998817993;111111111101100101000001101010;0.998817933
76;0.998818058;0.998818886;111111111101100101001001001010;0.998817933
77;0.998818237;0.998818946;111111111101100101001001101010;0.998817933
78;0.998818633;0.998818976;111111111101100101001001111010;0.998817933
79;0.998818729;0.998818976;111111111101100101001001111010;0.998817933
